"fips","MSA","year","population"
"46043","RURAL",2010,3002
"46043","RURAL",2000,3458
"46045","RURAL",2000,4367
"46045","RURAL",2010,4071
"46047","RURAL",2000,7453
"46047","RURAL",2010,7094
"46049","RURAL",2010,2364
"46049","RURAL",2000,2640
"46051","RURAL",2000,7847
"46051","RURAL",2010,7356
"46053","RURAL",2010,4271
"46053","RURAL",2000,4792
"46055","RURAL",2000,2196
"46055","RURAL",2010,1937
"46057","RURAL",2010,5903
"46057","RURAL",2000,5540
"46059","RURAL",2010,3431
"46059","RURAL",2000,3741
"46061",NA,2000,3139
"46061",NA,2010,3331
"46063","RURAL",2000,1353
"46063","RURAL",2010,1255
"46065","RURAL",2010,17022
"46065","RURAL",2000,16481
"46067","RURAL",2000,8075
"46067","RURAL",2010,7343
"46069","RURAL",2000,1671
"46069","RURAL",2010,1420
"46071","RURAL",2010,3031
"46071","RURAL",2000,2930
"46073","RURAL",2000,2295
"46073","RURAL",2010,2071
"46075","RURAL",2010,1006
"46075","RURAL",2000,1193
"46077","RURAL",2010,5148
"46077","RURAL",2000,5815
"46079","RURAL",2010,11200
"46079","RURAL",2000,11276
"46081","RURAL",2010,24097
"46081","RURAL",2000,21802
"46083","SIOUX FALLS, SD",2000,24131
"46083","SIOUX FALLS, SD",2010,44828
"46085","RURAL",2000,3895
"46085","RURAL",2010,3755
"46087","RURAL",2010,5618
"46087","RURAL",2000,5832
"46089","RURAL",2000,2904
"46089","RURAL",2010,2459
"46091","RURAL",2000,4576
"46091","RURAL",2010,4656
"46093","RURAL",2000,24253
"46093","RURAL",2010,25434
"46095","RURAL",2010,2048
"46095","RURAL",2000,2083
"46097","RURAL",2000,2884
"46097","RURAL",2010,2389
"46099","SIOUX FALLS, SD",2010,169468
"46099","SIOUX FALLS, SD",2000,148281
"46101","RURAL",2000,6595
"46101","RURAL",2010,6486
"46103","RAPID CITY, SD",2000,88565
"46103","RAPID CITY, SD",2010,100948
"46105","RURAL",2010,2982
"46105","RURAL",2000,3363
"46107","RURAL",2010,2329
"46107","RURAL",2000,2693
"46109","RURAL",2010,10149
"46109","RURAL",2000,10016
"46111","RURAL",2000,2675
"46111","RURAL",2010,2355
"46113","RURAL",2000,12466
"46113","RURAL",2010,13586
"46115","RURAL",2000,7454
"46115","RURAL",2010,6415
"46117","RURAL",2000,2772
"46117","RURAL",2010,2966
"46119","RURAL",2010,1373
"46119","RURAL",2000,1556
"46121","RURAL",2000,9050
"46121","RURAL",2010,9612
"46123","RURAL",2010,5644
"46123","RURAL",2000,6430
"46125","RURAL",2010,8347
"46125","RURAL",2000,8849
"46127","RURAL",2010,14399
"46127","RURAL",2000,12584
"46129","RURAL",2010,5438
"46129","RURAL",2000,5974
"46135","RURAL",2010,22438
"46135","RURAL",2000,21652
"46137","RURAL",2000,2519
"46137","RURAL",2010,2801
"47001","KNOXVILLE, TN",2010,75129
"47001","KNOXVILLE, TN",2000,71330
"47003","RURAL",2000,37586
"47003","RURAL",2010,45058
"47005","RURAL",2010,16489
"47005","RURAL",2000,16537
"47007","RURAL",2010,12876
"47007","RURAL",2000,12367
"47009","KNOXVILLE, TN",2010,123010
"47009","KNOXVILLE, TN",2000,105823
"47011","RURAL",2010,98963
"47011","RURAL",2000,87965
"47013","RURAL",2010,40716
"47013","RURAL",2000,39854
"47015","RURAL",2010,13801
"47015","RURAL",2000,12826
"47017","RURAL",2000,29475
"47017","RURAL",2010,28522
"47019","JOHNSON CITY, TN",2010,57424
"47019","JOHNSON CITY, TN",2000,56742
"47021","NASHVILLE, TN",2010,39105
"47021","NASHVILLE, TN",2000,35912
"47023","JACKSON, TN",2010,17131
"47023","JACKSON, TN",2000,15540
"47025","RURAL",2000,29862
"47025","RURAL",2010,32213
"47027","RURAL",2010,7861
"47027","RURAL",2000,7976
"47029","RURAL",2010,35662
"47029","RURAL",2000,33565
"47031","RURAL",2010,52796
"47031","RURAL",2000,48014
"47033","RURAL",2010,14586
"47033","RURAL",2000,14532
"47035","RURAL",2010,56053
"47035","RURAL",2000,46802
"47037","NASHVILLE, TN",2010,626681
"47037","NASHVILLE, TN",2000,569891
"47039","RURAL",2010,11757
"47039","RURAL",2000,11731
"47041","RURAL",2000,17423
"47041","RURAL",2010,18723
"47043","NASHVILLE, TN",2010,49666
"47043","NASHVILLE, TN",2000,43156
"47045","RURAL",2010,38335
"47045","RURAL",2000,37279
"47047","MEMPHIS, TN",2000,28806
"47047","MEMPHIS, TN",2010,38413
"47049","RURAL",2000,16625
"47049","RURAL",2010,17959
"47051","RURAL",2010,41052
"47051","RURAL",2000,39270
"47053","RURAL",2000,48152
"47053","RURAL",2010,49683
"47055","RURAL",2010,29485
"47055","RURAL",2000,29447
"47057","RURAL",2000,20659
"47057","RURAL",2010,22657
"47059","RURAL",2010,68831
"47059","RURAL",2000,62909
"47061","RURAL",2000,14332
"47061","RURAL",2010,13703
"47063","RURAL",2010,62544
"47063","RURAL",2000,58128
"47065","CHATTANOOGA, TN",2010,336463
"47065","CHATTANOOGA, TN",2000,307896
"47067","RURAL",2010,6819
"47067","RURAL",2000,6786
"47069","RURAL",2010,27253
"47069","RURAL",2000,28105
"47071","RURAL",2000,25578
"47071","RURAL",2010,26026
"47073","JOHNSON CITY, TN",2010,56833
"47073","JOHNSON CITY, TN",2000,53563
"47075","RURAL",2010,18787
"47075","RURAL",2000,19797
"47077","RURAL",2000,25522
"47077","RURAL",2010,27769
"47079","RURAL",2010,32330
"47079","RURAL",2000,31115
"47081","RURAL",2010,24690
"47081","RURAL",2000,22295
"47083","RURAL",2000,8088
"47083","RURAL",2010,8426
"47085","RURAL",2000,17929
"47085","RURAL",2010,18538
"47087","RURAL",2000,10984
"47087","RURAL",2010,11638
"47089","RURAL",2000,44294
"47089","RURAL",2010,51407
"47091","RURAL",2010,18244
"47091","RURAL",2000,17499
"47093","KNOXVILLE, TN",2000,382032
"47093","KNOXVILLE, TN",2010,432226
"47095","RURAL",2000,7954
"47095","RURAL",2010,7832
"47097","RURAL",2010,27815
"47097","RURAL",2000,27101
"47099","RURAL",2000,39926
"47099","RURAL",2010,41869
"47101","RURAL",2010,12161
"47101","RURAL",2000,11367
"47103","RURAL",2000,31340
"47103","RURAL",2010,33361
"47105","KNOXVILLE, TN",2010,48556
"47105","KNOXVILLE, TN",2000,39086
"47107","RURAL",2010,52266
"47107","RURAL",2000,49015
"47109","RURAL",2010,26075
"47109","RURAL",2000,24653
"47111","RURAL",2010,22248
"47111","RURAL",2000,20386
"47113","JACKSON, TN",2010,98294
"47113","JACKSON, TN",2000,91837
"47115","CHATTANOOGA, TN",2000,27776
"47115","CHATTANOOGA, TN",2010,28237
"47117","RURAL",2000,26767
"47117","RURAL",2010,30617
"47119","RURAL",2010,80956
"47119","RURAL",2000,69498
"47121","RURAL",2010,11753
"47121","RURAL",2000,11086
"47123","RURAL",2000,38961
"47123","RURAL",2010,44519
"47125","CLARKSVILLE, TN",2010,172331
"47125","CLARKSVILLE, TN",2000,134768
"47127","RURAL",2010,6362
"47127","RURAL",2000,5740
"47129","RURAL",2010,21987
"47129","RURAL",2000,19757
"47131","RURAL",2010,31807
"47131","RURAL",2000,32450
"47133","RURAL",2010,22083
"47133","RURAL",2000,20118
"47135","RURAL",2010,7915
"47135","RURAL",2000,7631
"47137","RURAL",2010,5077
"47137","RURAL",2000,4945
"47139","RURAL",2000,16050
"47139","RURAL",2010,16825
"47141","RURAL",2000,62315
"47141","RURAL",2010,72321
"47143","RURAL",2000,28400
"47143","RURAL",2010,31809
"47145","RURAL",2010,54181
"47145","RURAL",2000,51910
"47147","NASHVILLE, TN",2010,66283
"47147","NASHVILLE, TN",2000,54433
"47149","NASHVILLE, TN",2010,262604
"47149","NASHVILLE, TN",2000,182023
"47151","RURAL",2010,22228
"47151","RURAL",2000,21127
"47153","RURAL",2000,11370
"47153","RURAL",2010,14112
"47155","KNOXVILLE, TN",2000,71170
"47155","KNOXVILLE, TN",2010,89889
"47157","MEMPHIS, TN",2000,897472
"47157","MEMPHIS, TN",2010,927644
"47159","RURAL",2010,19166
"47159","RURAL",2000,17712
"47161","RURAL",2010,13324
"47161","RURAL",2000,12370
"47163","JOHNSON CITY, TN",2010,156823
"47163","JOHNSON CITY, TN",2000,153048
"47165","NASHVILLE, TN",2000,130449
"47165","NASHVILLE, TN",2010,160645
"47167","MEMPHIS, TN",2010,61081
"47167","MEMPHIS, TN",2000,51271
"47169","RURAL",2010,7870
"47169","RURAL",2000,7259
"47171","JOHNSON CITY, TN",2000,17667
"47171","JOHNSON CITY, TN",2010,18313
"47173","KNOXVILLE, TN",2010,19109
"47173","KNOXVILLE, TN",2000,17808
"47175",NA,2010,5548
"47175",NA,2000,5508
"47177","RURAL",2000,38276
"47177","RURAL",2010,39839
"47179","JOHNSON CITY, TN",2000,107198
"47179","JOHNSON CITY, TN",2010,122979
"47181","RURAL",2000,16842
"47181","RURAL",2010,17021
"47183","RURAL",2010,35021
"47183","RURAL",2000,34895
"47185","RURAL",2010,25841
"47185","RURAL",2000,23102
"47187","NASHVILLE, TN",2000,126638
"47187","NASHVILLE, TN",2010,183182
"47189","NASHVILLE, TN",2010,113993
"47189","NASHVILLE, TN",2000,88809
"48001","RURAL",2010,58458
"48001","RURAL",2000,55109
"48003","RURAL",2010,14786
"48003","RURAL",2000,13004
"48005","RURAL",2000,80130
"48005","RURAL",2010,86771
"48007","RURAL",2000,22497
"48007","RURAL",2010,23158
"48009","WICHITA FALLS, TX",2010,9054
"48009","WICHITA FALLS, TX",2000,8854
"48011","RURAL",2010,1901
"48011","RURAL",2000,2148
"48013","RURAL",2010,44911
"48013","RURAL",2000,38628
"48015","RURAL",2000,23590
"48015","RURAL",2010,28417
"48017","RURAL",2010,7165
"48017","RURAL",2000,6594
"48019","RURAL",2010,20485
"48019","RURAL",2000,17645
"48021","AUSTIN, TX",2000,57733
"48021","AUSTIN, TX",2010,74171
"48023","RURAL",2010,3726
"48023","RURAL",2000,4093
"48025","RURAL",2010,31861
"48025","RURAL",2000,32359
"48027","TEMPLE, TX",2000,237974
"48027","TEMPLE, TX",2010,310235
"48029","SAN ANTONIO, TX",2000,1392931
"48029","SAN ANTONIO, TX",2010,1714773
"48031","RURAL",2010,10497
"48031","RURAL",2000,8418
"48033","RURAL",2010,641
"48033","RURAL",2000,729
"48035","RURAL",2000,17204
"48035","RURAL",2010,18212
"48037","TEXARKANA, TX",2010,92565
"48037","TEXARKANA, TX",2000,89306
"48039","HOUSTON, TX",2010,313166
"48039","HOUSTON, TX",2000,241767
"48041","BRYAN, TX",2010,194851
"48041","BRYAN, TX",2000,152415
"48043","RURAL",2010,9232
"48043","RURAL",2000,8866
"48045","RURAL",2010,1637
"48045","RURAL",2000,1790
"48047","RURAL",2010,7223
"48047","RURAL",2000,7976
"48049","RURAL",2010,38106
"48049","RURAL",2000,37674
"48051","RURAL",2000,16470
"48051","RURAL",2010,17187
"48053","RURAL",2000,34147
"48053","RURAL",2010,42750
"48055","AUSTIN, TX",2000,32194
"48055","AUSTIN, TX",2010,38066
"48057","RURAL",2000,20647
"48057","RURAL",2010,21381
"48059","RURAL",2010,13544
"48059","RURAL",2000,12905
"48061","HARLINGEN, TX",2000,335227
"48061","HARLINGEN, TX",2010,406220
"48063","RURAL",2010,12401
"48063","RURAL",2000,11549
"48065","RURAL",2000,6516
"48065","RURAL",2010,6182
"48067","RURAL",2000,30438
"48067","RURAL",2010,30464
"48069","RURAL",2000,8285
"48069","RURAL",2010,8062
"48071","HOUSTON, TX",2010,35096
"48071","HOUSTON, TX",2000,26031
"48073","RURAL",2010,50845
"48073","RURAL",2000,46659
"48075","RURAL",2000,7688
"48075","RURAL",2010,7041
"48077","RURAL",2010,10752
"48077","RURAL",2000,11006
"48079","RURAL",2000,3730
"48079","RURAL",2010,3127
"48081","RURAL",2010,3320
"48081","RURAL",2000,3864
"48083","RURAL",2010,8895
"48083","RURAL",2000,9235
"48085","DALLAS, TX",2010,782341
"48085","DALLAS, TX",2000,491675
"48087","RURAL",2010,3057
"48087","RURAL",2000,3206
"48089","RURAL",2000,20390
"48089","RURAL",2010,20874
"48091","SAN ANTONIO, TX",2010,108472
"48091","SAN ANTONIO, TX",2000,78021
"48093","RURAL",2000,14026
"48093","RURAL",2010,13974
"48095","RURAL",2010,4087
"48095","RURAL",2000,3966
"48097","RURAL",2010,38437
"48097","RURAL",2000,36363
"48099","TEMPLE, TX",2010,75388
"48099","TEMPLE, TX",2000,74978
"48101","RURAL",2010,1505
"48101","RURAL",2000,1904
"48103","RURAL",2000,3996
"48103","RURAL",2010,4375
"48105","RURAL",2000,4099
"48105","RURAL",2010,3719
"48107","RURAL",2000,7072
"48107","RURAL",2010,6059
"48109","RURAL",2010,2398
"48109","RURAL",2000,2975
"48111","RURAL",2000,6222
"48111","RURAL",2010,6703
"48113","DALLAS, TX",2010,2368139
"48113","DALLAS, TX",2000,2218899
"48115","RURAL",2000,14985
"48115","RURAL",2010,13833
"48117","RURAL",2010,19372
"48117","RURAL",2000,18561
"48119","RURAL",2000,5327
"48119","RURAL",2010,5231
"48121","DALLAS, TX",2000,432976
"48121","DALLAS, TX",2010,662614
"48123","RURAL",2010,20097
"48123","RURAL",2000,20013
"48125","RURAL",2000,2762
"48125","RURAL",2010,2444
"48127","RURAL",2010,9996
"48127","RURAL",2000,10248
"48129","RURAL",2000,3828
"48129","RURAL",2010,3677
"48131","RURAL",2000,13120
"48131","RURAL",2010,11782
"48133","RURAL",2010,18583
"48133","RURAL",2000,18297
"48135","MIDLAND, TX",2000,121123
"48135","MIDLAND, TX",2010,137130
"48137","RURAL",2000,2162
"48137","RURAL",2010,2002
"48139","DALLAS, TX",2000,111360
"48139","DALLAS, TX",2010,149610
"48141","EL PASO, TX",2000,679622
"48141","EL PASO, TX",2010,800647
"48143","RURAL",2010,37890
"48143","RURAL",2000,33001
"48145","RURAL",2000,18576
"48145","RURAL",2010,17866
"48147","RURAL",2010,33915
"48147","RURAL",2000,31242
"48149","RURAL",2010,24554
"48149","RURAL",2000,21804
"48151","RURAL",2000,4344
"48151","RURAL",2010,3974
"48153","RURAL",2010,6446
"48153","RURAL",2000,7771
"48155","RURAL",2010,1336
"48155","RURAL",2000,1622
"48157","HOUSTON, TX",2010,585375
"48157","HOUSTON, TX",2000,354452
"48159","RURAL",2010,10605
"48159","RURAL",2000,9458
"48161","RURAL",2010,19816
"48161","RURAL",2000,17867
"48163","RURAL",2000,16252
"48163","RURAL",2010,17217
"48165","RURAL",2010,17526
"48165","RURAL",2000,14467
"48167","HOUSTON, TX",2000,250158
"48167","HOUSTON, TX",2010,291309
"48169","RURAL",2000,4872
"48169","RURAL",2010,6461
"48171","RURAL",2000,20814
"48171","RURAL",2010,24837
"48173",NA,2000,1406
"48173",NA,2010,1226
"48175","RURAL",2010,7210
"48175","RURAL",2000,6928
"48177","RURAL",2010,19807
"48177","RURAL",2000,18628
"48179","RURAL",2000,22744
"48179","RURAL",2010,22535
"48181","SHERMAN, TX",2000,110595
"48181","SHERMAN, TX",2010,120877
"48183","LONGVIEW, TX",2010,121730
"48183","LONGVIEW, TX",2000,111379
"48185","RURAL",2000,23552
"48185","RURAL",2010,26604
"48187","SAN ANTONIO, TX",2010,131533
"48187","SAN ANTONIO, TX",2000,89023
"48189","RURAL",2010,36273
"48189","RURAL",2000,36602
"48191","RURAL",2010,3353
"48191","RURAL",2000,3782
"48193","RURAL",2000,8229
"48193","RURAL",2010,8517
"48195","RURAL",2010,5613
"48195","RURAL",2000,5369
"48197","RURAL",2010,4139
"48197","RURAL",2000,4724
"48199","BEAUMONT, TX",2010,54635
"48199","BEAUMONT, TX",2000,48073
"48201","HOUSTON, TX",2000,3400578
"48201","HOUSTON, TX",2010,4092459
"48203","LONGVIEW, TX",2000,62110
"48203","LONGVIEW, TX",2010,65631
"48205","RURAL",2010,6062
"48205","RURAL",2000,5537
"48207","RURAL",2000,6093
"48207","RURAL",2010,5899
"48209","AUSTIN, TX",2010,157107
"48209","AUSTIN, TX",2000,97589
"48211","RURAL",2000,3351
"48211","RURAL",2010,3807
"48213","DALLAS, TX",2010,78532
"48213","DALLAS, TX",2000,73277
"48215","MCALLEN, TX",2000,569463
"48215","MCALLEN, TX",2010,774769
"48217","RURAL",2000,32321
"48217","RURAL",2010,35089
"48219","RURAL",2010,22935
"48219","RURAL",2000,22716
"48221","DALLAS, TX",2010,51182
"48221","DALLAS, TX",2000,41100
"48223","RURAL",2010,35161
"48223","RURAL",2000,31960
"48225","RURAL",2010,23732
"48225","RURAL",2000,23185
"48227","RURAL",2010,35012
"48227","RURAL",2000,33627
"48229","RURAL",2010,3476
"48229","RURAL",2000,3344
"48231","DALLAS, TX",2000,76596
"48231","DALLAS, TX",2010,86129
"48233","RURAL",2000,23857
"48233","RURAL",2010,22150
"48235","RURAL",2000,1771
"48235","RURAL",2010,1599
"48237","RURAL",2010,9044
"48237","RURAL",2000,8763
"48239","RURAL",2010,14075
"48239","RURAL",2000,14391
"48241","RURAL",2010,35710
"48241","RURAL",2000,35604
"48243","RURAL",2010,2342
"48243","RURAL",2000,2207
"48245","BEAUMONT, TX",2000,252051
"48245","BEAUMONT, TX",2010,252273
"48247","RURAL",2000,5281
"48247","RURAL",2010,5300
"48249","RURAL",2000,39326
"48249","RURAL",2010,40838
"48251","DALLAS, TX",2000,126811
"48251","DALLAS, TX",2010,150934
"48253","RURAL",2010,20202
"48253","RURAL",2000,20785
"48255","RURAL",2010,14824
"48255","RURAL",2000,15446
"48257","DALLAS, TX",2000,71313
"48257","DALLAS, TX",2010,103350
"48259","RURAL",2000,23743
"48259","RURAL",2010,33410
"48261",NA,2000,414
"48261",NA,2010,416
"48263","RURAL",2010,808
"48263","RURAL",2000,859
"48265","RURAL",2000,43653
"48265","RURAL",2010,49625
"48267","RURAL",2000,4468
"48267","RURAL",2010,4607
"48269","RURAL",2000,356
"48269","RURAL",2010,286
"48271","RURAL",2010,3598
"48271","RURAL",2000,3379
"48273","RURAL",2010,32061
"48273","RURAL",2000,31549
"48275","RURAL",2010,3719
"48275","RURAL",2000,4253
"48277","RURAL",2000,48499
"48277","RURAL",2010,49793
"48279","RURAL",2000,14709
"48279","RURAL",2010,13977
"48281","RURAL",2010,19677
"48281","RURAL",2000,17762
"48283","RURAL",2010,6886
"48283","RURAL",2000,5866
"48285","RURAL",2000,19210
"48285","RURAL",2010,19263
"48287","RURAL",2010,16612
"48287","RURAL",2000,15657
"48289","RURAL",2010,16801
"48289","RURAL",2000,15335
"48291","HOUSTON, TX",2010,75643
"48291","HOUSTON, TX",2000,70154
"48293","RURAL",2010,23384
"48293","RURAL",2000,22051
"48295","RURAL",2010,3302
"48295","RURAL",2000,3057
"48297","RURAL",2010,11531
"48297","RURAL",2000,12309
"48299","RURAL",2010,19301
"48299","RURAL",2000,17044
"48301",NA,2000,67
"48301",NA,2010,82
"48303","LUBBOCK, TX",2010,278831
"48303","LUBBOCK, TX",2000,242628
"48305","RURAL",2010,5915
"48305","RURAL",2000,6550
"48307","RURAL",2010,8283
"48307","RURAL",2000,8205
"48309","WACO, TX",2000,213517
"48309","WACO, TX",2010,234906
"48311","RURAL",2000,851
"48311","RURAL",2010,707
"48313","RURAL",2010,13664
"48313","RURAL",2000,12940
"48315","RURAL",2000,10941
"48315","RURAL",2010,10546
"48317","RURAL",2000,4746
"48317","RURAL",2010,4799
"48319","RURAL",2000,3738
"48319","RURAL",2010,4012
"48321","RURAL",2010,36702
"48321","RURAL",2000,37957
"48323","RURAL",2010,54258
"48323","RURAL",2000,47297
"48325","RURAL",2010,46006
"48325","RURAL",2000,39304
"48327","RURAL",2000,2360
"48327","RURAL",2010,2242
"48329","MIDLAND, TX",2000,116009
"48329","MIDLAND, TX",2010,136872
"48331","RURAL",2010,24757
"48331","RURAL",2000,24238
"48333","RURAL",2010,4936
"48333","RURAL",2000,5151
"48335","RURAL",2000,9698
"48335","RURAL",2010,9403
"48337","RURAL",2010,19719
"48337","RURAL",2000,19117
"48339","HOUSTON, TX",2010,455746
"48339","HOUSTON, TX",2000,293768
"48341","RURAL",2010,21904
"48341","RURAL",2000,20121
"48343","RURAL",2000,13048
"48343","RURAL",2010,12934
"48345","RURAL",2010,1210
"48345","RURAL",2000,1426
"48347","RURAL",2000,59203
"48347","RURAL",2010,64524
"48349","RURAL",2000,45124
"48349","RURAL",2010,47735
"48351","RURAL",2000,15072
"48351","RURAL",2010,14445
"48353","RURAL",2000,15802
"48353","RURAL",2010,15216
"48355","CRP CHRISTI, TX",2000,313645
"48355","CRP CHRISTI, TX",2010,340223
"48357","RURAL",2000,9006
"48357","RURAL",2010,10223
"48359","RURAL",2010,2052
"48359","RURAL",2000,2185
"48361","BEAUMONT, TX",2010,81837
"48361","BEAUMONT, TX",2000,84966
"48363","RURAL",2000,27026
"48363","RURAL",2010,28111
"48365","RURAL",2000,22756
"48365","RURAL",2010,23796
"48367","DALLAS, TX",2000,88495
"48367","DALLAS, TX",2010,116927
"48369","RURAL",2010,10269
"48369","RURAL",2000,10016
"48371","RURAL",2000,16809
"48371","RURAL",2010,15507
"48373","RURAL",2010,45413
"48373","RURAL",2000,41133
"48375","AMARILLO, TX",2000,113546
"48375","AMARILLO, TX",2010,121073
"48377","RURAL",2010,7818
"48377","RURAL",2000,7304
"48379","RURAL",2010,10914
"48379","RURAL",2000,9139
"48381","AMARILLO, TX",2000,104312
"48381","AMARILLO, TX",2010,120725
"48383","RURAL",2000,3326
"48383","RURAL",2010,3367
"48385","RURAL",2010,3309
"48385","RURAL",2000,3047
"48387","RURAL",2000,14314
"48387","RURAL",2010,12860
"48389","RURAL",2010,13783
"48389","RURAL",2000,13137
"48391","RURAL",2010,7383
"48391","RURAL",2000,7828
"48393","RURAL",2010,929
"48393","RURAL",2000,887
"48395","RURAL",2000,16000
"48395","RURAL",2010,16622
"48397","DALLAS, TX",2010,78337
"48397","DALLAS, TX",2000,43080
"48399","RURAL",2010,10501
"48399","RURAL",2000,11495
"48401","RURAL",2000,47372
"48401","RURAL",2010,53330
"48403","RURAL",2000,10469
"48403","RURAL",2010,10834
"48405","RURAL",2010,8865
"48405","RURAL",2000,8946
"48407","RURAL",2000,22246
"48407","RURAL",2010,26384
"48409","CRP CHRISTI, TX",2000,67138
"48409","CRP CHRISTI, TX",2010,64804
"48411","RURAL",2000,6186
"48411","RURAL",2010,6131
"48413","RURAL",2010,3461
"48413","RURAL",2000,2935
"48415","RURAL",2000,16361
"48415","RURAL",2010,16921
"48417","RURAL",2000,3302
"48417","RURAL",2010,3378
"48419","RURAL",2010,25448
"48419","RURAL",2000,25224
"48421","RURAL",2010,3034
"48421","RURAL",2000,3186
"48423","TYLER, TX",2000,174706
"48423","TYLER, TX",2010,209714
"48425","RURAL",2000,6809
"48425","RURAL",2010,8490
"48427","RURAL",2000,53597
"48427","RURAL",2010,60968
"48429","RURAL",2000,9674
"48429","RURAL",2010,9630
"48431","RURAL",2010,1143
"48431","RURAL",2000,1393
"48433","RURAL",2000,1693
"48433","RURAL",2010,1490
"48435","RURAL",2000,4077
"48435","RURAL",2010,4128
"48437","RURAL",2010,7854
"48437","RURAL",2000,8378
"48439","DALLAS, TX",2000,1446219
"48439","DALLAS, TX",2010,1809034
"48441","ABILENE, TX",2010,131506
"48441","ABILENE, TX",2000,126555
"48443","RURAL",2010,984
"48443","RURAL",2000,1081
"48445","RURAL",2010,12651
"48445","RURAL",2000,12761
"48447","RURAL",2000,1850
"48447","RURAL",2010,1641
"48449","RURAL",2000,28118
"48449","RURAL",2010,32334
"48451","SAN ANGELO, TX",2010,110224
"48451","SAN ANGELO, TX",2000,104010
"48453","AUSTIN, TX",2010,1024266
"48453","AUSTIN, TX",2000,812280
"48455","RURAL",2010,14585
"48455","RURAL",2000,13779
"48457","RURAL",2000,20871
"48457","RURAL",2010,21766
"48459","LONGVIEW, TX",2010,39309
"48459","LONGVIEW, TX",2000,35291
"48461","RURAL",2010,3355
"48461","RURAL",2000,3404
"48463","RURAL",2000,25926
"48463","RURAL",2010,26405
"48465","RURAL",2010,48879
"48465","RURAL",2000,44856
"48467","RURAL",2000,48140
"48467","RURAL",2010,52579
"48469","VICTORIA, TX",2000,84088
"48469","VICTORIA, TX",2010,86793
"48471","RURAL",2000,61758
"48471","RURAL",2010,67861
"48473","HOUSTON, TX",2000,32663
"48473","HOUSTON, TX",2010,43205
"48475","RURAL",2000,10909
"48475","RURAL",2010,10658
"48477","RURAL",2000,30373
"48477","RURAL",2010,33718
"48479","LAREDO, TX",2000,193117
"48479","LAREDO, TX",2010,250304
"48481","RURAL",2010,41280
"48481","RURAL",2000,41188
"48483","RURAL",2010,5410
"48483","RURAL",2000,5284
"48485","WICHITA FALLS, TX",2000,131664
"48485","WICHITA FALLS, TX",2010,131500
"48487","RURAL",2000,14676
"48487","RURAL",2010,13535
"48489","RURAL",2010,22134
"48489","RURAL",2000,20082
"48491","AUSTIN, TX",2000,249967
"48491","AUSTIN, TX",2010,422679
"48493","SAN ANTONIO, TX",2010,42918
"48493","SAN ANTONIO, TX",2000,32408
"48495","RURAL",2000,7173
"48495","RURAL",2010,7110
"48497","RURAL",2000,48793
"48497","RURAL",2010,59127
"48499","RURAL",2010,41964
"48499","RURAL",2000,36752
"48501","RURAL",2010,7879
"48501","RURAL",2000,7322
"48503","RURAL",2000,17943
"48503","RURAL",2010,18550
"48505","RURAL",2010,14018
"48505","RURAL",2000,12182
"48507","RURAL",2010,11677
"48507","RURAL",2000,11600
"49001",NA,2000,6005
"49001",NA,2010,6629
"49003","RURAL",2000,42745
"49003","RURAL",2010,49975
"49005","RURAL",2000,91391
"49005","RURAL",2010,112656
"49007","RURAL",2000,20422
"49007","RURAL",2010,21403
"49009","RURAL",2010,1059
"49009","RURAL",2000,921
"49011","SALT LAKE CTY, UT",2000,238994
"49011","SALT LAKE CTY, UT",2010,306479
"49013","RURAL",2000,14371
"49013","RURAL",2010,18607
"49015","RURAL",2000,10860
"49015","RURAL",2010,10976
"49017","RURAL",2000,4735
"49017","RURAL",2010,5172
"49019","RURAL",2010,9225
"49019","RURAL",2000,8485
"49021","RURAL",2000,33779
"49021","RURAL",2010,46163
"49023","RURAL",2010,10246
"49023","RURAL",2000,8238
"49025","FLAGSTAFF, AZ",2000,6046
"49025","FLAGSTAFF, AZ",2010,7125
"49027","RURAL",2000,12405
"49027","RURAL",2010,12503
"49029","RURAL",2000,7129
"49029","RURAL",2010,9469
"49031","RURAL",2010,1556
"49031","RURAL",2000,1435
"49033","RURAL",2010,2264
"49033","RURAL",2000,1961
"49035","SALT LAKE CTY, UT",2010,1029655
"49035","SALT LAKE CTY, UT",2000,898387
"49037","RURAL",2000,14413
"49037","RURAL",2010,14746
"49039","RURAL",2010,27822
"49039","RURAL",2000,22763
"49041","RURAL",2010,20802
"49041","RURAL",2000,18842
"49043","RURAL",2000,29736
"49043","RURAL",2010,36324
"49045","RURAL",2000,40735
"49045","RURAL",2010,58218
"49047","RURAL",2010,32588
"49047","RURAL",2000,25224
"49049","PROVO, UT",2010,516564
"49049","PROVO, UT",2000,368536
"49051","RURAL",2010,23530
"49051","RURAL",2000,15215
"49053","RURAL",2010,138115
"49053","RURAL",2000,90354
"49055","RURAL",2000,2509
"49055","RURAL",2010,2778
"49057","SALT LAKE CTY, UT",2010,231236
"49057","SALT LAKE CTY, UT",2000,196533
"50001","RURAL",2000,35974
"50001","RURAL",2010,36821
"50003","RURAL",2010,37125
"50003","RURAL",2000,36994
"50005","RURAL",2000,29702
"50005","RURAL",2010,31227
"50007","BURLINGTON, VT",2010,156545
"50007","BURLINGTON, VT",2000,146571
"50009","RURAL",2000,6459
"50009","RURAL",2010,6306
"50011","BURLINGTON, VT",2010,47746
"50011","BURLINGTON, VT",2000,45417
